Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count
1221,13,2007.0,8,21,0.0,1.12,0.0,0.03,1.15,92.0,40.0
2454,23,1993.0,7,145,0.0,0.0,1.15,0.0,1.15,68.96767850559173,26.360820941378886
9495,16,2003.0,4,490,0.56,0.44,0.0,0.15,1.15,68.0,28.0
10741,18,2014.0,10,496,0.39,0.57,0.0,0.19,1.15,62.0,44.0
510,15,1998.0,8,475,0.64,0.43,0.0,0.07,1.15,68.96767850559173,26.360820941378886
7557,15,1997.0,5,97,0.0,0.0,1.07,0.07,1.15,68.96767850559173,26.360820941378886
159,15,2000.0,0,496,0.64,0.43,0.0,0.07,1.14,51.0,8.0
9609,16,2003.0,0,21,0.44,0.34,0.25,0.11,1.14,79.0,33.0
8408,16,2005.0,0,457,0.78,0.03,0.2,0.13,1.14,91.0,77.0
1030,15,1998.0,7,468,0.25,0.17,0.65,0.07,1.14,81.0,12.0
6729,17,2007.0,0,138,0.57,0.32,0.09,0.16,1.14,88.0,46.0
10740,17,2013.0,10,496,0.49,0.46,0.0,0.19,1.14,74.0,22.0
7296,2,2011.0,0,361,0.47,0.26,0.35,0.07,1.14,56.0,36.0
17,17,2008.0,0,21,0.43,0.51,0.02,0.19,1.14,65.0,42.0
1837,16,2005.0,9,277,0.95,0.04,0.0,0.16,1.14,76.0,27.0
7813,3,2000.0,0,138,0.41,0.23,0.47,0.03,1.14,68.96767850559173,26.360820941378886
9305,5,1991.0,6,361,0.58,0.37,0.15,0.04,1.14,68.96767850559173,26.360820941378886
8852,10,1998.0,8,17,0.9,0.23,0.0,0.02,1.14,68.96767850559173,26.360820941378886
1568,11,1986.0,0,85,0.71,0.16,0.25,0.03,1.14,68.96767850559173,26.360820941378886
7195,23,1990.0,9,361,0.46,0.17,0.48,0.02,1.14,68.96767850559173,26.360820941378886
9911,29,2003.0,0,139,0.71,0.38,0.0,0.05,1.14,84.0,31.0
5081,6,2005.0,0,138,0.82,0.3,0.0,0.02,1.14,68.96767850559173,26.360820941378886
4152,17,2007.0,10,457,0.31,0.03,0.76,0.04,1.14,81.0,66.0
8029,16,2005.0,7,496,0.0,0.51,0.0,0.62,1.14,68.96767850559173,26.360820941378886
7774,17,2010.0,0,496,0.45,0.45,0.06,0.18,1.14,68.96767850559173,26.360820941378886
7695,17,2011.0,4,457,0.75,0.21,0.05,0.12,1.14,68.96767850559173,26.360820941378886
9220,30,2014.0,8,325,0.63,0.4,0.0,0.1,1.14,81.0,89.0
5949,16,2001.0,9,53,0.12,0.1,0.88,0.03,1.14,73.0,15.0
6623,7,2004.0,6,139,0.7,0.39,0.01,0.03,1.14,68.96767850559173,26.360820941378886
6563,18,2016.0,2,349,0.41,0.45,0.11,0.17,1.14,79.0,60.0
5634,29,2002.0,9,325,1.01,0.1,0.0,0.03,1.13,87.0,32.0
2651,26,2009.0,10,139,0.76,0.27,0.0,0.1,1.13,80.0,15.0
2041,15,1999.0,10,13,0.0,0.0,1.06,0.07,1.13,68.96767850559173,26.360820941378886
1289,6,2006.0,6,490,0.81,0.3,0.0,0.02,1.13,50.0,8.0
10854,18,2016.0,0,527,0.37,0.58,0.0,0.18,1.13,83.0,88.0
5079,2,2011.0,0,290,0.61,0.43,0.0,0.09,1.13,67.0,25.0
10232,29,2004.0,8,527,0.99,0.12,0.0,0.02,1.13,84.0,55.0
2302,11,1983.0,4,361,0.23,0.05,0.84,0.01,1.13,68.96767850559173,26.360820941378886
5915,17,2008.0,4,139,0.31,0.58,0.02,0.22,1.13,79.0,66.0
3762,28,2009.0,3,21,0.65,0.37,0.0,0.11,1.13,85.0,69.0
266,18,2014.0,8,447,0.34,0.57,0.04,0.17,1.13,79.0,50.0
4467,15,1998.0,3,457,0.63,0.43,0.0,0.07,1.13,68.96767850559173,26.360820941378886
3017,2,2012.0,7,361,0.33,0.37,0.37,0.06,1.13,73.0,51.0
7314,6,2005.0,7,361,0.81,0.3,0.0,0.02,1.13,68.96767850559173,26.360820941378886
8638,17,2007.0,3,457,0.45,0.56,0.0,0.12,1.13,82.0,48.0
9898,2,2015.0,0,361,0.53,0.33,0.17,0.08,1.12,73.0,73.0
6062,0,1982.0,8,53,1.05,0.06,0.0,0.01,1.12,68.96767850559173,26.360820941378886
9367,16,2001.0,6,21,0.55,0.43,0.0,0.14,1.12,57.0,15.0
7196,10,1996.0,9,361,0.56,0.24,0.3,0.02,1.12,68.96767850559173,26.360820941378886
7627,26,2009.0,4,527,0.25,0.74,0.0,0.14,1.12,78.0,50.0
5964,17,2010.0,6,457,0.5,0.4,0.06,0.16,1.12,82.0,85.0
8135,19,2005.0,8,457,1.03,0.0,0.01,0.08,1.12,82.0,44.0
7967,17,2011.0,3,527,0.53,0.36,0.09,0.15,1.12,80.0,27.0
1217,29,2005.0,8,21,0.66,0.4,0.0,0.05,1.12,78.0,46.0
11216,11,1992.0,5,361,0.41,0.06,0.63,0.02,1.12,68.96767850559173,26.360820941378886
7967,28,2011.0,3,527,0.84,0.19,0.01,0.08,1.12,77.0,30.0
3762,16,2009.0,3,21,0.28,0.3,0.0,0.54,1.12,71.0,4.0
11101,13,2007.0,10,436,0.0,1.12,0.0,0.0,1.12,86.0,15.0
11177,17,2009.0,0,447,0.21,0.2,0.62,0.08,1.12,79.0,77.0
7093,20,2012.0,7,55,0.36,0.23,0.38,0.15,1.12,93.0,61.0
8899,29,2004.0,0,21,0.82,0.26,0.0,0.04,1.12,83.0,60.0
1644,28,2010.0,8,325,0.63,0.36,0.02,0.1,1.12,70.0,91.0
9689,17,2009.0,3,294,0.67,0.29,0.0,0.15,1.12,88.0,60.0
2385,28,2011.0,0,139,0.72,0.29,0.01,0.09,1.11,79.0,75.0
1635,29,2003.0,8,325,0.85,0.23,0.0,0.04,1.11,74.0,38.0
10388,16,2007.0,0,21,0.63,0.37,0.0,0.11,1.11,68.96767850559173,26.360820941378886
3763,16,2007.0,3,428,0.92,0.04,0.0,0.15,1.11,69.0,50.0
3090,17,2011.0,2,139,0.45,0.49,0.0,0.18,1.11,84.0,52.0
10243,29,2005.0,0,527,0.68,0.38,0.0,0.05,1.11,94.0,70.0
6322,8,1994.0,10,17,0.95,0.14,0.0,0.03,1.11,68.96767850559173,26.360820941378886
2314,11,1983.0,4,361,0.33,0.07,0.7,0.01,1.11,68.96767850559173,26.360820941378886
399,15,1995.0,7,457,0.0,0.0,1.1,0.01,1.11,68.96767850559173,26.360820941378886
5125,15,1999.0,7,468,0.18,0.13,0.73,0.07,1.11,68.96767850559173,26.360820941378886
7190,27,2013.0,11,361,0.44,0.32,0.29,0.07,1.11,87.0,79.0
10740,28,2013.0,10,496,0.64,0.37,0.0,0.1,1.11,75.0,43.0
2441,18,2015.0,2,349,0.3,0.52,0.12,0.16,1.11,69.0,50.0
5278,19,2004.0,5,527,0.52,0.35,0.0,0.23,1.11,68.96767850559173,26.360820941378886
5732,0,1981.0,8,21,1.03,0.06,0.0,0.01,1.1,68.96767850559173,26.360820941378886
4640,0,1982.0,4,53,1.03,0.06,0.0,0.01,1.1,68.96767850559173,26.360820941378886
1327,17,2010.0,0,277,0.5,0.35,0.1,0.15,1.1,85.0,62.0
10427,15,1997.0,10,139,0.61,0.42,0.0,0.07,1.1,68.96767850559173,26.360820941378886
7238,4,2011.0,11,305,0.9,0.12,0.0,0.08,1.1,81.0,23.0
5217,11,1984.0,5,227,0.0,0.0,1.1,0.0,1.1,68.96767850559173,26.360820941378886
9750,5,1989.0,7,468,0.0,0.0,1.1,0.0,1.1,68.96767850559173,26.360820941378886
2966,11,1989.0,7,349,0.0,0.0,1.1,0.0,1.1,68.96767850559173,26.360820941378886
2872,10,1998.0,6,361,0.45,0.33,0.29,0.03,1.1,68.96767850559173,26.360820941378886
7349,11,1983.0,4,361,0.51,0.12,0.45,0.02,1.1,68.96767850559173,26.360820941378886
11254,5,1999.0,11,277,0.0,0.0,1.1,0.0,1.1,68.96767850559173,26.360820941378886
6843,17,2011.0,9,277,0.52,0.42,0.0,0.15,1.1,68.96767850559173,26.360820941378886
6335,16,2001.0,10,139,0.52,0.4,0.04,0.13,1.1,74.0,18.0
8651,16,2006.0,3,457,0.12,0.75,0.0,0.23,1.1,76.0,25.0
8661,16,2006.0,3,457,0.0,0.84,0.0,0.25,1.1,68.96767850559173,26.360820941378886
9517,7,2003.0,7,361,0.54,0.21,0.31,0.04,1.1,86.0,60.0
5056,27,2013.0,4,361,0.47,0.42,0.13,0.08,1.1,80.0,66.0
6631,26,2007.0,6,139,0.53,0.45,0.0,0.12,1.1,61.0,16.0
3382,17,2008.0,6,91,0.31,0.56,0.03,0.2,1.1,87.0,39.0
5652,28,2007.0,8,139,0.45,0.52,0.01,0.12,1.1,73.0,54.0
8998,15,1998.0,7,457,0.26,0.1,0.72,0.02,1.1,80.0,13.0
7111,4,2007.0,9,527,0.46,0.51,0.0,0.12,1.1,68.96767850559173,26.360820941378886
6379,28,2013.0,10,139,1.01,0.0,0.0,0.08,1.09,77.0,18.0
11176,16,2006.0,1,447,0.05,0.04,0.84,0.16,1.09,77.0,34.0
3762,17,2009.0,3,21,0.53,0.39,0.0,0.17,1.09,86.0,54.0
2428,6,2003.0,7,53,0.78,0.29,0.0,0.02,1.09,75.0,21.0
6402,26,2008.0,8,139,0.91,0.09,0.0,0.09,1.09,66.0,13.0
6409,3,2000.0,10,447,1.02,0.05,0.0,0.02,1.09,97.0,22.0
747,15,1998.0,9,277,0.0,0.0,1.07,0.02,1.09,68.96767850559173,26.360820941378886
10578,19,2005.0,7,21,0.54,0.33,0.01,0.22,1.09,68.0,51.0
7504,18,2015.0,6,452,0.2,0.7,0.02,0.16,1.09,83.0,37.0
5408,29,2003.0,10,139,1.02,0.02,0.0,0.05,1.09,92.0,27.0
8810,26,2009.0,4,447,0.64,0.34,0.01,0.1,1.09,54.0,51.0
9760,16,2006.0,0,139,0.89,0.03,0.01,0.15,1.09,75.0,56.0
8795,28,2010.0,6,447,0.74,0.25,0.0,0.09,1.09,47.0,52.0
9032,16,2002.0,8,290,0.53,0.42,0.0,0.14,1.09,65.0,32.0
2027,15,1997.0,9,493,0.0,0.0,1.02,0.07,1.09,68.96767850559173,26.360820941378886
10754,17,2010.0,2,490,0.44,0.46,0.01,0.18,1.09,74.0,42.0
5079,4,2011.0,0,290,0.61,0.38,0.0,0.1,1.09,66.0,8.0
6378,28,2012.0,0,139,1.02,0.0,0.0,0.07,1.09,76.0,20.0
8678,28,2009.0,10,139,0.82,0.17,0.01,0.09,1.09,84.0,70.0
6415,15,1998.0,10,327,0.6,0.41,0.0,0.07,1.09,68.96767850559173,26.360820941378886
6279,16,2003.0,6,139,0.53,0.41,0.0,0.14,1.08,88.0,15.0
8928,16,2002.0,4,490,0.53,0.41,0.0,0.14,1.08,68.96767850559173,26.360820941378886
4256,4,2008.0,9,527,0.63,0.35,0.0,0.1,1.08,68.96767850559173,26.360820941378886
6507,19,2005.0,3,457,0.75,0.18,0.0,0.16,1.08,73.0,28.0
3198,16,2002.0,10,27,0.53,0.41,0.0,0.14,1.08,68.96767850559173,26.360820941378886
2758,13,2009.0,11,447,0.01,0.97,0.0,0.1,1.08,90.0,62.0
10675,17,2007.0,2,447,0.29,0.51,0.08,0.2,1.08,85.0,47.0
1876,17,2010.0,0,139,0.64,0.28,0.04,0.13,1.08,75.0,69.0
10363,17,2010.0,0,127,0.51,0.4,0.0,0.16,1.08,68.96767850559173,26.360820941378886
4621,0,1982.0,4,53,1.01,0.06,0.0,0.01,1.08,68.96767850559173,26.360820941378886
10218,16,2004.0,8,527,0.64,0.34,0.0,0.1,1.08,58.0,21.0
3163,17,2013.0,7,466,0.37,0.3,0.28,0.13,1.08,68.96767850559173,26.360820941378886
3259,30,2016.0,6,325,0.42,0.58,0.0,0.08,1.08,91.0,90.0
2193,28,2014.0,0,127,0.64,0.34,0.0,0.1,1.08,68.96767850559173,26.360820941378886
7741,15,1998.0,10,327,0.6,0.41,0.0,0.07,1.08,68.96767850559173,26.360820941378886
9053,19,2008.0,0,290,0.43,0.4,0.0,0.24,1.08,70.0,10.0
2424,6,2003.0,2,53,0.77,0.29,0.0,0.02,1.08,40.0,23.0
2237,6,2002.0,4,527,0.77,0.29,0.0,0.02,1.08,68.96767850559173,26.360820941378886
8988,7,2005.0,8,361,0.68,0.18,0.19,0.03,1.08,67.0,59.0
7239,28,2014.0,8,139,0.51,0.47,0.0,0.09,1.08,69.0,6.0
9978,19,2007.0,0,139,0.24,0.54,0.0,0.3,1.07,59.0,7.0
2292,15,1999.0,3,457,0.0,0.0,1.0,0.07,1.07,68.96767850559173,26.360820941378886
5078,4,2006.0,0,290,0.96,0.03,0.0,0.08,1.07,47.0,9.0
1220,16,2006.0,8,21,0.89,0.03,0.0,0.15,1.07,82.0,14.0
2919,26,2010.0,10,139,0.26,0.69,0.0,0.12,1.07,73.0,17.0
4265,4,2008.0,9,527,0.65,0.32,0.0,0.1,1.07,68.96767850559173,26.360820941378886
7421,17,2008.0,0,527,0.47,0.4,0.03,0.17,1.07,85.0,59.0
1368,13,1999.0,10,138,0.0,0.98,0.0,0.09,1.07,68.96767850559173,26.360820941378886
10670,21,1994.0,2,447,0.17,0.12,0.77,0.02,1.07,68.96767850559173,26.360820941378886
10753,16,2009.0,2,490,0.53,0.01,0.0,0.54,1.07,68.96767850559173,26.360820941378886
9693,26,2009.0,10,490,0.86,0.12,0.0,0.09,1.07,68.96767850559173,26.360820941378886
5584,28,2011.0,2,85,0.79,0.18,0.03,0.07,1.07,68.96767850559173,26.360820941378886
10263,28,2008.0,0,138,0.53,0.42,0.01,0.11,1.07,76.0,57.0
6471,15,1997.0,10,139,0.59,0.4,0.0,0.07,1.07,68.96767850559173,26.360820941378886
7454,28,2007.0,10,277,0.08,0.9,0.04,0.05,1.07,76.0,29.0
8841,16,2005.0,2,349,0.74,0.15,0.13,0.05,1.07,86.0,57.0
10120,26,2009.0,10,139,0.6,0.36,0.0,0.11,1.07,88.0,44.0
6223,4,2009.0,1,139,0.54,0.42,0.0,0.11,1.07,60.0,5.0
7876,15,1995.0,6,457,0.17,0.12,0.71,0.07,1.07,68.96767850559173,26.360820941378886
11072,19,2005.0,10,457,0.1,0.63,0.0,0.34,1.07,70.0,31.0
6594,17,2008.0,2,349,0.49,0.34,0.09,0.15,1.07,75.0,32.0
7774,28,2010.0,0,496,0.57,0.38,0.02,0.1,1.07,68.96767850559173,26.360820941378886
5166,17,2013.0,7,466,0.31,0.2,0.45,0.11,1.07,66.0,62.0
4156,15,1999.0,6,139,0.59,0.4,0.0,0.07,1.07,68.96767850559173,26.360820941378886
6387,15,1998.0,10,139,0.59,0.4,0.0,0.07,1.06,68.96767850559173,26.360820941378886
6073,16,2006.0,2,327,0.88,0.04,0.0,0.14,1.06,75.0,43.0
3292,16,2002.0,6,139,0.52,0.41,0.0,0.14,1.06,81.0,25.0
3682,19,2009.0,0,496,0.28,0.49,0.03,0.27,1.06,90.0,77.0
8942,4,2008.0,9,139,0.66,0.3,0.0,0.1,1.06,65.0,20.0
9940,17,2007.0,8,139,0.28,0.58,0.0,0.21,1.06,89.0,21.0
8623,15,1998.0,3,110,0.0,0.0,0.99,0.07,1.06,68.96767850559173,26.360820941378886
1770,28,2009.0,3,21,0.56,0.39,0.0,0.11,1.06,84.0,72.0
1106,28,2008.0,0,496,0.53,0.4,0.03,0.11,1.06,80.0,56.0
6356,16,2005.0,10,139,0.52,0.41,0.0,0.14,1.06,89.0,36.0
11107,15,1999.0,11,324,0.18,0.81,0.0,0.08,1.06,68.96767850559173,26.360820941378886
4179,16,2003.0,0,530,0.52,0.41,0.0,0.14,1.06,71.0,28.0
6948,30,2016.0,8,21,0.63,0.33,0.0,0.1,1.06,91.0,18.0
6435,10,1997.0,10,17,1.01,0.05,0.0,0.01,1.06,68.96767850559173,26.360820941378886
6412,10,1998.0,10,327,1.02,0.04,0.0,0.01,1.06,68.96767850559173,26.360820941378886
270,28,2010.0,8,447,0.55,0.4,0.0,0.11,1.06,64.0,64.0
8693,17,2012.0,0,21,0.36,0.49,0.0,0.2,1.06,77.0,21.0
2106,13,2001.0,7,546,1.03,0.02,0.0,0.0,1.06,87.0,21.0
2764,26,2007.0,1,361,0.43,0.46,0.09,0.09,1.06,72.0,42.0
8899,6,2004.0,0,21,0.76,0.28,0.0,0.02,1.06,65.0,12.0
8318,16,2002.0,6,402,0.52,0.4,0.0,0.14,1.06,63.0,9.0
1901,28,2010.0,0,490,0.67,0.28,0.01,0.1,1.06,83.0,81.0
5762,28,2008.0,8,139,0.65,0.3,0.01,0.1,1.06,72.0,69.0
5069,30,2013.0,0,550,0.61,0.35,0.0,0.09,1.06,68.96767850559173,26.360820941378886
10825,17,2007.0,9,457,0.49,0.39,0.0,0.17,1.06,84.0,50.0
2101,17,2011.0,6,91,0.27,0.57,0.01,0.2,1.06,87.0,52.0
8336,26,2008.0,10,447,0.28,0.65,0.0,0.13,1.05,71.0,24.0
2099,17,2007.0,6,91,0.16,0.66,0.0,0.23,1.05,83.0,32.0
1221,4,2007.0,8,21,0.95,0.01,0.01,0.08,1.05,75.0,22.0
1628,0,1981.0,8,240,0.99,0.05,0.0,0.01,1.05,68.96767850559173,26.360820941378886
7837,26,2009.0,0,85,0.46,0.31,0.2,0.09,1.05,75.0,55.0
8136,19,2006.0,8,457,0.81,0.11,0.0,0.13,1.05,81.0,31.0
2001,0,1980.0,3,53,0.99,0.05,0.0,0.01,1.05,68.96767850559173,26.360820941378886
2335,4,2007.0,4,496,0.97,0.01,0.0,0.07,1.05,44.0,5.0
400,15,1996.0,7,457,0.0,0.0,0.92,0.13,1.05,68.96767850559173,26.360820941378886
9460,11,1985.0,2,349,0.0,0.0,1.05,0.0,1.05,68.96767850559173,26.360820941378886
2039,23,1996.0,10,13,0.0,0.0,1.04,0.01,1.05,68.96767850559173,26.360820941378886
177,11,1986.0,4,227,0.0,0.0,1.05,0.0,1.05,68.96767850559173,26.360820941378886
6298,16,2002.0,10,447,0.51,0.4,0.0,0.13,1.05,89.0,21.0
5083,17,2012.0,0,550,0.37,0.49,0.0,0.19,1.05,82.0,16.0
9981,29,2001.0,6,139,0.78,0.26,0.0,0.01,1.05,61.0,17.0
1916,15,2000.0,10,17,0.91,0.11,0.0,0.03,1.05,82.0,14.0
2654,18,2014.0,10,139,0.46,0.41,0.01,0.17,1.05,70.0,57.0
3260,29,2005.0,6,325,0.52,0.51,0.0,0.02,1.05,92.0,73.0
10690,17,2007.0,10,447,0.23,0.58,0.03,0.21,1.05,80.0,35.0
6038,15,1998.0,9,457,0.19,0.13,0.66,0.07,1.05,83.0,6.0
5354,16,2003.0,10,139,0.51,0.4,0.0,0.13,1.04,81.0,22.0
4254,4,2007.0,9,527,0.45,0.48,0.0,0.11,1.04,68.96767850559173,26.360820941378886
10753,28,2009.0,2,490,0.56,0.37,0.01,0.1,1.04,80.0,59.0
9502,15,1997.0,7,349,0.09,0.06,0.83,0.07,1.04,68.96767850559173,26.360820941378886
8707,17,2012.0,0,466,0.31,0.49,0.05,0.19,1.04,83.0,40.0
138,15,2000.0,6,17,0.58,0.39,0.0,0.07,1.04,42.0,9.0
5712,15,1996.0,0,543,0.45,0.3,0.22,0.07,1.04,68.96767850559173,26.360820941378886
6571,7,2003.0,2,361,0.44,0.12,0.45,0.03,1.04,74.0,22.0
1838,16,2006.0,9,277,0.87,0.03,0.0,0.14,1.04,73.0,25.0
270,17,2010.0,8,447,0.41,0.46,0.0,0.18,1.04,65.0,57.0
964,10,1997.0,5,227,0.5,0.2,0.31,0.03,1.04,68.96767850559173,26.360820941378886
4488,15,1998.0,6,17,0.91,0.1,0.0,0.03,1.04,68.96767850559173,26.360820941378886
2874,6,2001.0,6,361,0.39,0.16,0.37,0.12,1.04,86.0,19.0
8812,28,2006.0,4,447,0.44,0.48,0.0,0.11,1.04,46.0,38.0
8779,4,2010.0,6,447,0.43,0.5,0.0,0.11,1.04,68.96767850559173,26.360820941378886
6627,29,2005.0,6,139,0.53,0.46,0.0,0.05,1.04,83.0,32.0
9978,28,2007.0,0,139,0.54,0.39,0.0,0.11,1.03,71.0,52.0
2887,17,2012.0,6,91,0.12,0.63,0.05,0.23,1.03,81.0,23.0
1052,28,2011.0,8,66,0.59,0.35,0.01,0.09,1.03,68.0,85.0
5364,16,2005.0,6,490,0.86,0.03,0.0,0.14,1.03,79.0,30.0
10984,19,2005.0,6,457,0.47,0.34,0.0,0.23,1.03,88.0,56.0
10501,17,2012.0,0,490,0.55,0.32,0.03,0.13,1.03,86.0,30.0
5072,28,2011.0,0,127,0.54,0.39,0.0,0.09,1.03,73.0,54.0
10221,17,2007.0,8,527,0.34,0.48,0.02,0.19,1.03,84.0,29.0
9300,4,2005.0,4,361,0.7,0.05,0.21,0.07,1.03,75.0,48.0
3754,26,2008.0,0,550,0.46,0.47,0.0,0.11,1.03,67.0,12.0
6398,16,2003.0,10,139,0.5,0.39,0.0,0.13,1.03,82.0,16.0
961,11,1985.0,5,227,0.18,0.0,0.85,0.0,1.03,68.96767850559173,26.360820941378886
9900,27,2016.0,0,361,0.56,0.3,0.08,0.09,1.03,86.0,74.0
5063,17,2008.0,0,21,0.44,0.42,0.0,0.17,1.03,77.0,36.0
10254,13,1996.0,0,138,0.96,0.07,0.0,0.0,1.03,86.0,18.0
9117,15,1998.0,2,543,0.38,0.12,0.51,0.02,1.03,93.0,12.0
6223,26,2009.0,1,139,0.61,0.32,0.0,0.1,1.03,78.0,28.0
4641,4,2008.0,3,177,0.23,0.71,0.0,0.09,1.03,68.96767850559173,26.360820941378886
6117,19,2009.0,6,457,0.16,0.57,0.0,0.29,1.02,79.0,58.0
2915,26,2007.0,10,139,0.32,0.59,0.01,0.11,1.02,65.0,13.0
11330,4,2010.0,9,21,0.67,0.26,0.0,0.09,1.02,68.96767850559173,26.360820941378886
10117,26,2007.0,10,139,0.93,0.01,0.0,0.08,1.02,72.0,24.0
2406,26,2007.0,2,53,0.32,0.36,0.26,0.09,1.02,72.0,27.0
8558,7,2004.0,4,21,0.73,0.26,0.01,0.03,1.02,70.0,25.0
6296,30,2016.0,10,496,0.86,0.06,0.0,0.11,1.02,90.0,17.0
10221,28,2007.0,8,527,0.87,0.05,0.02,0.08,1.02,86.0,58.0
8809,17,2008.0,4,447,0.56,0.32,0.01,0.14,1.02,54.0,24.0
3168,23,1993.0,0,85,0.39,0.12,0.49,0.02,1.02,68.96767850559173,26.360820941378886
9918,15,1997.0,0,139,0.57,0.39,0.0,0.07,1.02,68.96767850559173,26.360820941378886
2214,26,2011.0,0,127,0.64,0.28,0.0,0.1,1.02,61.0,11.0
1860,26,2010.0,3,527,0.25,0.65,0.0,0.12,1.02,48.0,6.0
5062,28,2009.0,0,21,0.62,0.31,0.0,0.09,1.02,71.0,41.0
7128,4,2007.0,9,527,0.51,0.4,0.0,0.11,1.02,68.96767850559173,26.360820941378886
1104,28,2011.0,8,139,0.61,0.32,0.01,0.08,1.02,84.0,83.0
8695,17,2013.0,4,21,0.43,0.42,0.0,0.17,1.02,83.0,31.0
5393,29,2006.0,10,139,0.97,0.03,0.0,0.03,1.02,83.0,27.0
8796,2,2011.0,4,447,0.44,0.47,0.01,0.09,1.02,66.0,29.0
7944,26,2008.0,3,294,0.93,0.01,0.0,0.08,1.02,92.0,10.0
3920,16,2004.0,0,139,0.5,0.39,0.0,0.13,1.02,70.0,29.0
7277,4,2012.0,7,361,0.56,0.05,0.37,0.04,1.02,80.0,40.0
10779,26,2008.0,4,490,0.51,0.4,0.0,0.11,1.01,51.0,18.0
7328,15,1998.0,5,217,0.56,0.38,0.0,0.07,1.01,68.96767850559173,26.360820941378886
6572,26,2007.0,2,514,0.44,0.46,0.0,0.11,1.01,74.0,23.0
2188,4,2009.0,1,127,0.56,0.34,0.02,0.09,1.01,68.96767850559173,26.360820941378886
151,28,2007.0,9,53,0.69,0.04,0.22,0.06,1.01,80.0,54.0
9978,26,2007.0,0,139,0.45,0.46,0.0,0.11,1.01,64.0,19.0
6322,23,1995.0,10,17,0.87,0.12,0.0,0.02,1.01,68.96767850559173,26.360820941378886
1367,13,2003.0,10,138,0.0,0.93,0.0,0.08,1.01,68.96767850559173,26.360820941378886
6627,20,2012.0,6,139,0.33,0.45,0.01,0.22,1.01,68.96767850559173,26.360820941378886
6728,28,2008.0,0,502,0.65,0.22,0.05,0.1,1.01,81.0,74.0
501,28,2014.0,0,527,0.58,0.34,0.0,0.09,1.01,72.0,32.0
7727,18,2014.0,4,527,0.22,0.64,0.0,0.16,1.01,90.0,16.0
6908,4,2006.0,3,447,0.0,0.0,1.01,0.0,1.01,68.96767850559173,26.360820941378886
7421,28,2008.0,0,527,0.54,0.34,0.02,0.1,1.01,81.0,73.0
6037,15,1997.0,9,502,0.12,0.08,0.74,0.07,1.01,86.0,5.0
11344,27,2012.0,0,527,0.52,0.36,0.05,0.08,1.01,77.0,70.0
7306,27,2016.0,2,349,0.5,0.26,0.17,0.08,1.01,76.0,74.0
3242,16,2003.0,6,143,0.49,0.38,0.0,0.13,1.0,51.0,5.0
1045,15,1997.0,7,85,0.29,0.19,0.46,0.07,1.0,68.96767850559173,26.360820941378886
6403,26,2009.0,8,139,0.93,0.0,0.0,0.07,1.0,67.0,12.0
3603,19,2010.0,0,457,0.41,0.35,0.03,0.21,1.0,86.0,73.0
1944,16,2000.0,2,502,0.3,0.24,0.38,0.08,1.0,68.96767850559173,26.360820941378886
43,11,1985.0,8,85,0.65,0.14,0.21,0.0,1.0,68.96767850559173,26.360820941378886
3439,5,1997.0,3,361,0.63,0.25,0.09,0.03,1.0,68.96767850559173,26.360820941378886
2834,10,2000.0,6,361,0.65,0.15,0.19,0.01,1.0,68.96767850559173,26.360820941378886
6405,11,1991.0,10,361,0.41,0.1,0.47,0.02,1.0,68.96767850559173,26.360820941378886
4597,16,2004.0,3,443,0.0,0.0,1.0,0.0,1.0,68.96767850559173,26.360820941378886
8840,29,2003.0,2,349,0.78,0.18,0.03,0.0,1.0,92.0,39.0
6962,28,2008.0,10,277,0.13,0.76,0.03,0.09,1.0,68.96767850559173,26.360820941378886
10947,28,2006.0,10,277,0.08,0.9,0.02,0.0,1.0,68.96767850559173,26.360820941378886
7914,15,1995.0,6,139,0.56,0.38,0.0,0.07,1.0,68.96767850559173,26.360820941378886
6424,15,2000.0,10,457,0.56,0.38,0.0,0.07,1.0,73.0,10.0
6341,15,1996.0,10,139,0.55,0.38,0.0,0.07,1.0,68.96767850559173,26.360820941378886
2612,16,2002.0,0,502,0.13,0.1,0.74,0.03,1.0,72.0,16.0
7728,17,2011.0,4,527,0.33,0.49,0.01,0.17,1.0,87.0,43.0
4469,15,2000.0,3,457,0.55,0.38,0.0,0.07,1.0,68.96767850559173,26.360820941378886
6418,29,2000.0,10,325,0.74,0.21,0.0,0.04,0.99,79.0,24.0
4659,28,2013.0,3,527,0.72,0.17,0.0,0.1,0.99,79.0,16.0
6377,28,2011.0,10,139,0.94,0.0,0.0,0.06,0.99,82.0,25.0
9980,7,2003.0,6,546,0.77,0.2,0.0,0.03,0.99,68.96767850559173,26.360820941378886
10501,28,2012.0,0,490,0.72,0.2,0.0,0.08,0.99,85.0,60.0
4947,4,2011.0,4,361,0.48,0.06,0.41,0.05,0.99,83.0,46.0
3983,17,2008.0,8,527,0.49,0.33,0.02,0.15,0.99,55.0,65.0
6817,15,1998.0,4,178,0.55,0.38,0.0,0.06,0.99,88.0,13.0
9702,16,2000.0,0,457,0.3,0.23,0.38,0.08,0.99,66.0,20.0
2100,17,2009.0,6,91,0.27,0.52,0.0,0.19,0.99,87.0,63.0
3768,17,2008.0,3,21,0.73,0.15,0.0,0.11,0.99,70.0,39.0
